price,log_price,price_per_person,has_wireless_internet,has_heating,has_kitchen,has_essentials,has_smoke_detector,has_air_conditioning,has_tv,has_internet,has_washer,has_dryer
65.0,4.189654742026425,32.5,1,1,1,1,1,1,1,1,0,0
300.0,5.707110264748875,75.0,1,1,0,1,1,1,1,0,0,0
50.0,3.9318256327243257,25.0,1,1,1,1,0,1,1,0,0,0
100.0,4.61512051684126,50.0,1,1,1,1,1,1,0,0,0,0
75.0,4.330733340286331,25.0,1,1,0,1,1,0,1,1,1,1
35.0,3.58351893845611,35.0,1,1,1,0,1,0,0,1,0,0
63.0,4.1588830833596715,31.5,1,1,1,1,1,1,1,1,0,0
63.0,4.1588830833596715,31.5,1,1,1,1,1,1,1,1,0,0
167.0,5.123963979403259,41.75,1,1,1,0,0,1,1,1,1,1
150.0,5.017279836814924,75.0,1,1,1,1,1,1,1,1,0,0
150.0,5.017279836814924,75.0,1,1,1,1,1,1,1,1,1,1
225.0,5.420534999272286,37.5,1,1,1,1,1,1,1,1,1,1
50.0,3.9318256327243257,50.0,1,1,1,1,0,0,0,1,1,1
53.0,3.9889840465642745,53.0,0,0,0,0,0,0,0,0,0,0
81.0,4.406719247264253,81.0,1,1,1,1,1,1,1,0,1,1
79.0,4.382026634673881,79.0,1,1,1,1,1,1,1,0,1,1
195.0,5.278114659230517,97.5,1,1,1,1,1,1,0,1,1,1
295.0,5.69035945432406,147.5,1,1,1,0,1,1,1,1,1,1
120.0,4.795790545596741,60.0,1,0,1,0,0,0,1,0,0,0
200.0,5.303304908059076,28.571428571428573,1,1,1,1,0,1,1,1,0,0
250.0,5.5254529391317835,41.666666666666664,1,1,1,0,0,1,1,1,1,1
176.0,5.176149732573829,88.0,0,0,0,0,0,0,0,0,0,0
150.0,5.017279836814924,75.0,1,1,1,1,0,1,1,1,1,1
229.0,5.438079308923196,114.5,1,1,1,0,0,1,1,1,1,1
279.0,5.634789603169249,139.5,1,1,1,0,0,1,1,1,1,1
279.0,5.634789603169249,139.5,1,1,1,1,0,1,1,1,1,1
290.0,5.673323267171493,48.333333333333336,1,1,1,1,1,1,1,1,1,1
275.0,5.62040086571715,137.5,1,1,1,0,0,1,1,1,1,1
185.0,5.225746673713202,46.25,1,1,1,0,1,1,0,1,1,1
399.0,5.991464547107982,99.75,1,1,1,1,1,1,1,1,0,0
255.0,5.545177444479562,63.75,1,1,1,1,1,1,1,1,1,1
75.0,4.330733340286331,75.0,1,1,1,1,1,1,1,1,0,0
250.0,5.5254529391317835,41.666666666666664,1,1,1,1,1,1,1,1,1,1
100.0,4.61512051684126,50.0,1,1,1,1,1,1,1,1,0,0
215.0,5.375278407684165,53.75,1,1,1,1,1,1,1,1,1,1
125.0,4.836281906951478,125.0,1,1,0,0,1,1,1,1,0,0
110.0,4.709530201312334,55.0,1,1,1,1,1,1,0,1,1,1
125.0,4.836281906951478,62.5,1,1,1,1,1,1,1,1,1,1
80.0,4.394449154672439,40.0,1,1,1,1,1,1,1,1,1,1
373.0,5.924255797414532,46.625,1,1,1,1,1,1,1,1,1,1
525.0,6.26530121273771,65.625,1,1,1,1,1,1,1,0,1,1
299.0,5.703782474656201,74.75,1,1,1,1,1,1,1,1,1,1
269.0,5.598421958998375,134.5,1,1,1,1,1,1,1,1,1,1
189.0,5.247024072160486,47.25,1,1,1,1,1,1,1,1,1,1
215.0,5.375278407684165,107.5,1,1,1,1,1,1,1,1,0,0
279.0,5.634789603169249,69.75,1,1,1,1,1,1,1,1,1,1
289.0,5.66988092298052,72.25,1,1,1,1,1,1,1,1,1,1
229.0,5.438079308923196,114.5,1,1,1,1,1,1,1,1,1,1
154.0,5.043425116919247,38.5,1,1,1,1,1,1,1,1,1,1
236.0,5.4680601411351315,39.333333333333336,1,1,1,1,0,1,1,1,1,1
175.0,5.170483995038151,43.75,1,1,1,1,1,1,1,1,1,1
60.0,4.110873864173311,60.0,1,1,1,0,1,1,1,0,1,1
229.0,5.438079308923196,57.25,1,1,1,1,1,1,1,1,1,1
234.0,5.459585514144159,39.0,1,0,1,1,1,1,1,0,1,1
329.0,5.799092654460526,82.25,1,1,1,1,1,1,1,1,1,1
209.0,5.3471075307174685,52.25,1,1,1,1,1,1,1,1,1,1
195.0,5.278114659230517,97.5,1,1,1,1,1,1,1,1,1,1
169.0,5.135798437050262,42.25,1,1,1,1,0,1,1,1,1,1
145.0,4.983606621708336,72.5,1,1,0,1,1,1,1,0,0,0
219.0,5.393627546352362,109.5,1,1,1,1,0,1,1,1,1,1
150.0,5.017279836814924,150.0,1,1,1,1,1,0,0,0,1,1
215.0,5.375278407684165,107.5,1,1,1,1,1,1,1,1,1,1
155.0,5.049856007249537,77.5,1,1,1,1,1,1,0,0,0,0
138.0,4.9344739331306915,69.0,1,1,1,0,1,1,1,1,1,1
170.0,5.14166355650266,85.0,1,1,0,1,1,1,1,1,0,0
170.0,5.14166355650266,85.0,1,1,1,1,1,1,1,1,1,1
195.0,5.278114659230517,48.75,1,1,1,1,1,1,1,1,1,1
125.0,4.836281906951478,62.5,1,1,1,1,1,0,0,1,1,1
250.0,5.5254529391317835,83.33333333333333,1,1,1,1,1,1,1,1,0,0
100.0,4.61512051684126,100.0,1,1,1,0,0,1,1,1,0,0
137.0,4.927253685157205,68.5,1,1,1,0,1,1,1,0,1,1
137.0,4.927253685157205,68.5,1,1,1,0,1,1,1,0,0,0
199.0,5.298317366548036,49.75,1,1,1,1,1,1,1,1,1,1
239.0,5.480638923341991,59.75,1,1,1,1,1,1,1,1,1,1
185.0,5.225746673713202,92.5,1,1,1,1,1,1,1,1,0,0
175.0,5.170483995038151,43.75,1,1,1,0,1,1,1,1,1,1
200.0,5.303304908059076,50.0,1,1,1,1,1,0,1,1,0,0
175.0,5.170483995038151,87.5,1,1,1,1,1,0,1,1,0,0
125.0,4.836281906951478,41.666666666666664,1,1,1,1,1,1,1,0,1,1
150.0,5.017279836814924,75.0,1,1,1,1,1,1,1,1,1,1
150.0,5.017279836814924,75.0,1,1,1,0,1,1,1,0,0,0
75.0,4.330733340286331,37.5,1,0,0,1,1,0,0,0,1,1
200.0,5.303304908059076,100.0,1,1,1,1,1,1,1,1,0,0
275.0,5.62040086571715,91.66666666666667,1,1,1,1,1,1,1,1,0,0
120.0,4.795790545596741,120.0,1,1,0,0,1,1,0,1,0,0
600.0,6.398594934535208,120.0,1,1,1,1,1,1,1,1,1,1
125.0,4.836281906951478,62.5,1,1,1,1,1,1,1,1,0,0
265.0,5.583496308781699,88.33333333333333,1,1,1,1,1,1,1,0,1,1
160.0,5.081404364984463,80.0,1,1,1,1,1,1,1,1,1,1
155.0,5.049856007249537,77.5,1,1,1,0,1,1,1,0,1,1
137.0,4.927253685157205,68.5,1,1,1,0,0,1,1,0,1,1
99.0,4.605170185988092,33.0,1,1,1,1,1,1,1,1,0,0
98.0,4.59511985013459,98.0,1,1,0,0,1,1,0,1,0,0
150.0,5.017279836814924,75.0,1,1,1,0,1,1,1,0,1,1
125.0,4.836281906951478,62.5,1,1,1,1,1,1,1,1,1,1
235.0,5.4638318050256105,78.33333333333333,1,1,1,1,1,1,1,1,1,1
149.0,5.0106352940962555,37.25,1,1,1,1,1,1,1,1,1,1
100.0,4.61512051684126,50.0,1,1,1,0,1,1,1,1,1,1
164.0,5.10594547390058,82.0,1,1,1,1,1,1,1,1,1,1
185.0,5.225746673713202,46.25,1,1,1,1,1,1,1,1,1,1
250.0,5.5254529391317835,83.33333333333333,1,1,1,1,1,1,0,1,1,1
100.0,4.61512051684126,50.0,1,1,1,1,1,1,1,1,1,1
275.0,5.62040086571715,68.75,1,1,1,1,1,0,0,0,0,0
225.0,5.420534999272286,112.5,1,1,1,0,1,1,1,1,1,1
250.0,5.5254529391317835,41.666666666666664,1,1,1,1,1,1,1,1,1,1
50.0,3.9318256327243257,50.0,0,0,1,0,1,1,0,0,1,1
115.0,4.7535901911063645,38.333333333333336,1,1,1,1,1,1,1,1,1,1
150.0,5.017279836814924,75.0,1,1,1,0,1,1,1,0,1,1
170.0,5.14166355650266,42.5,1,1,1,1,1,1,1,1,1,1
125.0,4.836281906951478,62.5,1,1,1,1,1,1,1,1,1,1
250.0,5.5254529391317835,125.0,1,1,1,0,1,1,1,1,1,1
229.0,5.438079308923196,57.25,1,1,1,1,1,0,1,1,0,0
90.0,4.51085950651685,45.0,1,1,1,1,1,1,0,1,1,1
200.0,5.303304908059076,50.0,1,1,1,1,1,1,1,1,1,1
100.0,4.61512051684126,50.0,1,1,1,0,1,1,1,1,1,1
306.0,5.726847747587197,76.5,1,1,1,1,1,1,1,1,1,1
229.0,5.438079308923196,57.25,1,1,1,1,1,1,1,1,0,0
199.0,5.298317366548036,99.5,1,1,1,1,1,1,1,1,1,1
67.0,4.219507705176107,67.0,1,1,1,1,0,0,0,0,1,1
120.0,4.795790545596741,60.0,1,1,1,0,1,1,1,1,1,1
239.0,5.480638923341991,79.66666666666667,1,1,1,1,1,1,1,1,1,1
130.0,4.875197323201151,32.5,1,1,1,1,1,1,1,1,0,0
197.0,5.288267030694535,98.5,1,1,1,1,1,1,1,1,0,0
85.0,4.454347296253507,42.5,1,1,1,0,1,0,1,1,1,1
225.0,5.420534999272286,75.0,1,1,1,1,1,1,1,0,1,1
266.0,5.58724865840025,66.5,1,1,1,1,0,1,1,1,1,1
160.0,5.081404364984463,80.0,1,1,1,1,1,1,0,0,1,1
150.0,5.017279836814924,75.0,1,1,1,0,0,1,1,0,1,1
280.0,5.638354669333745,93.33333333333333,1,1,1,1,1,1,1,1,0,0
60.0,4.110873864173311,30.0,1,1,1,1,1,0,1,0,1,1
225.0,5.420534999272286,112.5,1,1,1,0,1,1,1,1,1,1
170.0,5.14166355650266,85.0,1,1,1,1,1,0,1,1,0,0
168.0,5.1298987149230735,84.0,1,1,0,1,1,1,0,1,0,0
183.0,5.214935757608986,91.5,1,1,1,1,1,1,1,1,1,1
137.0,4.927253685157205,68.5,1,1,1,0,0,1,1,0,1,1
300.0,5.707110264748875,50.0,1,1,1,1,1,1,1,1,1,1
166.0,5.117993812416755,55.333333333333336,1,1,1,1,1,0,0,1,0,0
350.0,5.860786223465865,87.5,1,1,1,1,1,1,1,1,1,1
149.0,5.0106352940962555,74.5,1,1,1,1,1,0,1,0,1,1
190.0,5.25227342804663,47.5,1,1,1,1,1,1,1,1,1,1
180.0,5.198497031265826,90.0,1,1,0,1,1,1,1,1,0,0
99.0,4.605170185988092,49.5,1,1,1,1,0,1,0,1,1,1
110.0,4.709530201312334,55.0,1,1,1,1,1,1,1,1,1,1
210.0,5.351858133476067,70.0,1,1,1,1,1,1,1,1,0,0
155.0,5.049856007249537,77.5,1,1,1,0,1,1,1,0,1,1
178.0,5.187385805840755,89.0,1,1,1,1,1,1,1,1,1,1
600.0,6.398594934535208,85.71428571428571,1,1,1,1,1,1,1,0,1,1
550.0,6.311734809152915,110.0,1,1,1,1,1,1,1,0,1,1
170.0,5.14166355650266,42.5,1,1,0,1,1,1,1,0,0,0
129.0,4.867534450455582,64.5,1,1,1,1,0,1,1,1,1,1
160.0,5.081404364984463,80.0,1,1,0,1,1,1,1,0,0,0
250.0,5.5254529391317835,125.0,1,1,1,1,1,1,1,1,1,1
149.0,5.0106352940962555,74.5,0,1,1,1,1,1,0,0,1,1
175.0,5.170483995038151,43.75,1,1,1,1,1,1,1,1,0,0
150.0,5.017279836814924,75.0,1,1,1,1,1,1,0,1,1,1
250.0,5.5254529391317835,62.5,1,1,1,1,1,1,1,1,1,1
100.0,4.61512051684126,50.0,1,1,1,1,1,1,0,0,1,1
200.0,5.303304908059076,28.571428571428573,1,1,1,0,1,1,1,1,1,0
120.0,4.795790545596741,60.0,1,1,1,1,1,1,0,1,1,1
150.0,5.017279836814924,75.0,1,1,1,0,1,1,1,0,1,1
152.0,5.030437921392435,76.0,1,1,1,0,1,1,1,0,1,1
200.0,5.303304908059076,100.0,1,1,1,1,1,0,1,1,1,1
170.0,5.14166355650266,42.5,1,1,1,1,1,1,1,1,0,0
157.0,5.062595033026967,78.5,1,1,1,1,1,1,1,1,1,1
229.0,5.438079308923196,114.5,1,1,1,1,0,1,1,1,1,1
299.0,5.703782474656201,99.66666666666667,1,1,1,0,0,1,1,1,0,0
165.0,5.111987788356544,41.25,1,1,1,1,1,1,1,0,0,0
210.0,5.351858133476067,52.5,1,1,1,1,0,0,0,1,1,1
110.0,4.709530201312334,55.0,1,1,1,1,1,1,1,1,1,1
400.0,5.993961427306569,100.0,1,1,1,1,1,1,1,0,1,1
575.0,6.3561076606958915,143.75,1,1,1,1,1,1,1,1,1,1
147.0,4.997212273764115,73.5,1,1,1,0,0,1,1,0,1,1
200.0,5.303304908059076,100.0,1,1,1,1,1,0,1,1,0,0
115.0,4.7535901911063645,57.5,1,1,1,1,1,1,1,1,1,1
110.0,4.709530201312334,55.0,1,1,1,1,1,1,1,1,1,1
500.0,6.2166061010848646,500.0,0,0,0,0,1,0,0,0,1,1
250.0,5.5254529391317835,125.0,1,1,1,1,1,1,1,1,1,1
149.0,5.0106352940962555,74.5,1,1,1,1,1,1,1,1,1,1
200.0,5.303304908059076,50.0,1,1,1,0,1,1,1,1,1,1
417.0,6.035481432524756,52.125,1,1,1,0,1,1,1,1,1,1
600.0,6.398594934535208,150.0,1,1,1,1,1,1,1,1,1,1
175.0,5.170483995038151,43.75,1,1,1,0,1,1,1,1,1,1
69.0,4.248495242049359,34.5,1,1,1,1,1,1,0,1,1,1
150.0,5.017279836814924,75.0,1,1,1,0,0,1,1,0,1,1
180.0,5.198497031265826,90.0,1,1,1,0,1,1,1,1,1,1
150.0,5.017279836814924,75.0,1,1,1,0,0,1,1,0,1,1
137.0,4.927253685157205,68.5,1,1,1,0,0,1,1,0,1,1
199.0,5.298317366548036,99.5,1,1,1,1,1,1,1,1,1,1
133.0,4.897839799950911,33.25,1,1,0,1,1,1,0,1,1,1
299.0,5.703782474656201,59.8,1,1,1,1,1,1,1,1,1,1
135.0,4.912654885736052,135.0,1,1,1,1,1,1,1,0,1,1
275.0,5.62040086571715,68.75,1,1,1,1,1,1,1,1,1,1
99.0,4.605170185988092,49.5,1,1,1,1,1,1,1,1,0,0
350.0,5.860786223465865,116.66666666666667,1,1,0,1,1,1,1,0,0,0
170.0,5.14166355650266,85.0,1,1,1,1,1,1,1,1,0,0
450.0,6.111467339502679,75.0,1,1,1,1,1,1,1,1,1,1
186.0,5.231108616854587,93.0,1,1,1,0,0,1,1,1,1,1
300.0,5.707110264748875,75.0,1,1,1,0,1,1,1,1,1,1
200.0,5.303304908059076,50.0,1,1,1,1,1,0,1,0,1,1
189.0,5.247024072160486,47.25,0,1,1,1,1,0,1,0,0,0
150.0,5.017279836814924,75.0,1,1,0,1,1,1,1,0,0,0
179.0,5.19295685089021,44.75,1,1,1,1,1,1,1,1,1,1
250.0,5.5254529391317835,83.33333333333333,1,1,1,1,1,1,0,1,1,1
229.0,5.438079308923196,114.5,1,1,1,1,1,1,1,1,1,1
250.0,5.5254529391317835,62.5,1,1,1,1,1,1,1,1,1,1
89.0,4.499809670330265,44.5,1,1,1,1,1,1,0,1,0,0
80.0,4.394449154672439,80.0,1,1,1,1,1,1,1,0,1,1
119.0,4.787491742782046,59.5,1,1,1,1,1,1,1,0,1,1
140.0,4.948759890378168,70.0,1,0,1,1,1,1,1,0,1,1
84.0,4.442651256490317,21.0,1,1,1,1,1,1,1,1,0,0
250.0,5.5254529391317835,125.0,1,1,1,1,1,1,1,0,1,1
200.0,5.303304908059076,50.0,1,1,1,1,1,1,1,1,1,1
99.0,4.605170185988092,49.5,1,1,1,1,1,1,1,0,1,1
150.0,5.017279836814924,37.5,1,1,1,1,1,1,1,1,0,0
119.0,4.787491742782046,59.5,1,1,1,1,1,1,1,1,1,1
300.0,5.707110264748875,75.0,1,1,1,1,1,0,1,1,1,1
170.0,5.14166355650266,85.0,1,1,1,1,1,1,1,1,0,0
269.0,5.598421958998375,134.5,1,1,1,0,0,1,1,1,1,1
170.0,5.14166355650266,85.0,1,1,1,1,1,1,1,1,1,1
100.0,4.61512051684126,100.0,1,1,1,1,1,1,1,1,1,1
135.0,4.912654885736052,135.0,1,1,0,0,1,1,0,1,0,0
159.0,5.075173815233827,26.5,1,1,1,1,1,1,1,1,1,1
250.0,5.5254529391317835,83.33333333333333,1,1,1,1,1,1,1,1,1,1
225.0,5.420534999272286,75.0,1,1,1,1,1,1,1,1,1,1
75.0,4.330733340286331,37.5,1,1,1,1,1,1,0,1,0,0
144.0,4.976733742420574,72.0,1,1,1,0,1,1,1,1,1,1
170.0,5.14166355650266,170.0,1,1,1,1,1,1,0,0,1,1
120.0,4.795790545596741,60.0,1,1,0,1,1,1,0,0,1,1
139.0,4.941642422609304,34.75,1,1,1,1,1,1,1,1,1,1
147.0,4.997212273764115,73.5,1,1,1,1,1,1,0,0,1,1
217.0,5.384495062789089,108.5,1,1,1,1,1,1,1,0,1,1
95.0,4.564348191467836,23.75,1,1,1,1,1,1,1,1,0,0
225.0,5.420534999272286,112.5,1,1,1,0,0,1,1,1,1,1
200.0,5.303304908059076,50.0,1,1,1,0,1,1,1,1,1,1
189.0,5.247024072160486,94.5,1,1,1,1,0,1,1,1,1,1
150.0,5.017279836814924,75.0,1,1,1,1,1,1,1,0,1,1
279.0,5.634789603169249,69.75,1,1,1,1,1,1,1,1,0,0
135.0,4.912654885736052,135.0,1,0,0,0,1,1,0,1,0,0
200.0,5.303304908059076,100.0,1,1,1,1,1,1,0,1,1,1
240.0,5.484796933490655,60.0,1,1,1,1,1,1,1,1,1,1
77.0,4.356708826689592,38.5,1,1,1,1,1,1,1,1,1,1
160.0,5.081404364984463,80.0,1,1,1,1,1,1,1,1,1,1
195.0,5.278114659230517,48.75,1,1,1,1,1,1,1,1,1,1
175.0,5.170483995038151,87.5,1,1,1,1,1,1,1,1,1,1
150.0,5.017279836814924,150.0,1,1,1,1,1,1,1,1,1,1
228.0,5.43372200355424,114.0,1,1,1,1,1,1,1,1,1,1
145.0,4.983606621708336,72.5,1,1,1,1,1,1,1,1,1,1
89.0,4.499809670330265,89.0,1,1,1,1,1,1,1,1,1,1
238.0,5.476463551931511,39.666666666666664,1,1,1,1,1,1,1,1,0,0
161.0,5.087596335232384,53.666666666666664,1,1,1,1,1,1,1,1,0,1
149.0,5.0106352940962555,74.5,1,1,1,1,1,1,1,1,1,1
300.0,5.707110264748875,60.0,1,1,1,1,1,1,0,1,1,1
177.0,5.181783550292085,29.5,1,1,1,1,1,1,1,1,1,1
185.0,5.225746673713202,92.5,1,1,1,1,1,1,1,0,1,1
240.0,5.484796933490655,60.0,1,1,1,1,0,0,1,0,1,1
225.0,5.420534999272286,112.5,1,1,1,1,0,1,1,1,1,1
125.0,4.836281906951478,62.5,1,1,1,1,1,1,1,1,1,1
175.0,5.170483995038151,87.5,1,1,1,0,1,1,1,1,0,0
150.0,5.017279836814924,75.0,1,1,1,0,1,1,1,1,1,1
122.0,4.812184355372417,61.0,1,1,1,0,1,1,1,1,1,1
125.0,4.836281906951478,62.5,1,1,1,1,1,1,1,0,0,0
325.0,5.786897381366708,162.5,1,1,0,1,1,1,1,0,0,0
170.0,5.14166355650266,85.0,1,1,0,1,1,1,1,1,0,0
160.0,5.081404364984463,80.0,1,1,1,1,1,1,1,0,1,1
199.0,5.298317366548036,49.75,1,1,1,1,1,1,1,1,0,0
160.0,5.081404364984463,40.0,1,1,1,1,1,1,1,1,1,1
200.0,5.303304908059076,50.0,1,1,1,0,1,1,1,1,1,1
200.0,5.303304908059076,50.0,1,1,1,1,1,1,1,1,1,1
150.0,5.017279836814924,75.0,1,1,1,0,1,1,1,0,1,1
350.0,5.860786223465865,175.0,1,1,1,1,1,1,1,1,1,1
139.0,4.941642422609304,69.5,1,1,1,1,1,1,1,1,0,0
80.0,4.394449154672439,40.0,1,1,1,0,0,1,1,1,1,1
215.0,5.375278407684165,53.75,1,1,1,1,1,1,1,1,1,1
130.0,4.875197323201151,65.0,1,1,0,0,1,1,0,1,0,0
183.0,5.214935757608986,91.5,1,1,1,1,1,1,1,1,1,1
188.0,5.241747015059643,23.5,1,1,1,1,1,1,1,1,1,1
215.0,5.375278407684165,107.5,1,1,1,1,1,1,1,1,1,1
75.0,4.330733340286331,37.5,1,1,1,1,1,1,1,1,1,1
45.0,3.828641396489095,45.0,1,1,1,1,1,1,1,1,0,1
125.0,4.836281906951478,62.5,1,1,1,1,1,0,1,1,0,0
290.0,5.673323267171493,72.5,1,1,1,1,1,1,0,1,1,1
215.0,5.375278407684165,107.5,1,1,1,1,1,1,1,1,0,0
255.0,5.545177444479562,127.5,1,1,1,0,0,1,1,1,1,1
300.0,5.707110264748875,150.0,1,1,1,1,1,0,1,1,1,1
169.0,5.135798437050262,84.5,1,1,1,1,1,1,1,1,1,1
140.0,4.948759890378168,140.0,1,1,1,0,0,1,1,1,0,0
250.0,5.5254529391317835,50.0,1,1,1,1,1,1,0,1,0,0
155.0,5.049856007249537,77.5,1,1,1,0,1,1,1,0,1,1
200.0,5.303304908059076,100.0,1,1,1,1,1,1,1,1,1,1
119.0,4.787491742782046,59.5,0,1,1,1,0,1,1,0,1,1
189.0,5.247024072160486,94.5,1,1,1,1,1,1,1,0,0,0
250.0,5.5254529391317835,125.0,1,1,1,1,1,0,0,0,0,0
254.0,5.541263545158426,63.5,1,0,1,0,0,1,1,1,1,0
225.0,5.420534999272286,56.25,1,1,1,0,0,1,1,0,1,1
137.0,4.927253685157205,68.5,1,1,1,0,0,1,1,0,1,1
146.0,4.990432586778736,73.0,1,1,1,1,1,1,0,0,1,1
199.0,5.298317366548036,66.33333333333333,1,1,1,1,1,1,1,1,1,1
190.0,5.25227342804663,95.0,1,1,1,1,1,1,1,1,1,1
249.0,5.521460917862246,124.5,1,1,1,1,1,1,1,1,1,1
150.0,5.017279836814924,75.0,1,1,1,0,0,1,1,0,1,1
106.0,4.672828834461906,53.0,1,1,1,0,1,0,0,0,1,1
200.0,5.303304908059076,66.66666666666667,1,1,1,1,1,1,1,1,1,0
99.0,4.605170185988092,49.5,1,1,1,1,1,1,1,1,1,1
139.0,4.941642422609304,69.5,1,1,1,1,1,1,1,1,1,1
175.0,5.170483995038151,43.75,1,1,1,0,1,1,1,1,1,1
200.0,5.303304908059076,100.0,1,1,1,1,1,1,1,1,1,1
450.0,6.111467339502679,150.0,1,1,1,1,1,1,1,1,1,1
165.0,5.111987788356544,82.5,1,1,1,1,1,1,1,1,1,1
250.0,5.5254529391317835,62.5,1,1,1,1,1,1,1,1,1,1
350.0,5.860786223465865,58.333333333333336,1,1,1,0,0,1,1,0,1,1
295.0,5.69035945432406,147.5,1,1,0,1,0,1,0,1,0,0
199.0,5.298317366548036,66.33333333333333,1,1,1,1,1,1,1,1,1,1
299.0,5.703782474656201,149.5,1,1,1,0,0,1,1,1,0,0
130.0,4.875197323201151,32.5,1,1,0,1,0,1,1,1,0,0
160.0,5.081404364984463,53.333333333333336,1,1,1,1,1,0,1,1,1,1
250.0,5.5254529391317835,62.5,1,1,1,1,1,1,1,1,1,1
220.0,5.3981627015177525,55.0,1,1,1,1,0,1,1,1,1,1
150.0,5.017279836814924,75.0,1,1,1,0,0,1,1,0,1,1
280.0,5.638354669333745,56.0,1,1,1,1,1,1,1,1,1,1
150.0,5.017279836814924,75.0,1,1,1,0,0,1,1,0,1,1
250.0,5.5254529391317835,125.0,1,1,1,1,1,0,1,1,1,1
185.0,5.225746673713202,92.5,1,1,0,1,1,1,0,1,0,0
140.0,4.948759890378168,70.0,1,1,1,1,1,0,1,1,0,0
150.0,5.017279836814924,50.0,1,1,1,1,1,1,1,1,1,1
165.0,5.111987788356544,82.5,1,1,1,1,1,1,1,1,1,1
275.0,5.62040086571715,68.75,1,1,1,1,1,1,1,1,1,1
150.0,5.017279836814924,75.0,1,1,1,1,1,1,1,0,1,1
225.0,5.420534999272286,56.25,1,1,1,0,1,1,1,1,1,1
235.0,5.4638318050256105,39.166666666666664,1,1,1,0,1,1,1,1,1,1
189.0,5.247024072160486,94.5,1,1,1,1,1,1,1,1,1,1
215.0,5.375278407684165,53.75,1,1,1,1,1,1,1,1,0,0
90.0,4.51085950651685,45.0,1,1,1,0,1,1,0,1,1,1
250.0,5.5254529391317835,50.0,1,1,1,1,0,1,1,1,1,1
195.0,5.278114659230517,97.5,1,1,1,1,1,1,1,1,1,1
189.0,5.247024072160486,63.0,1,1,1,1,1,1,0,0,1,1
225.0,5.420534999272286,112.5,1,1,1,1,1,1,1,1,1,1
500.0,6.2166061010848646,500.0,0,0,0,0,0,0,0,0,0,0
149.0,5.0106352940962555,37.25,1,1,1,1,1,1,1,1,1,1
379.0,5.940171252720432,94.75,1,1,1,0,0,1,1,1,0,0
136.0,4.919980925828125,34.0,1,1,1,1,1,1,0,1,1,1
359.0,5.886104031450156,89.75,1,1,1,1,1,1,1,1,1,1
299.0,5.703782474656201,74.75,1,1,1,1,0,1,1,1,1,1
110.0,4.709530201312334,55.0,1,1,1,1,1,1,1,1,0,0
170.0,5.14166355650266,56.666666666666664,1,1,1,1,1,1,1,1,1,1
130.0,4.875197323201151,65.0,1,1,1,1,1,1,1,1,0,0
259.0,5.560681631015528,129.5,1,1,1,1,0,1,1,1,0,0
100.0,4.61512051684126,100.0,1,1,1,0,1,0,1,0,0,0
99.0,4.605170185988092,49.5,1,1,1,1,0,0,0,0,1,1
175.0,5.170483995038151,87.5,1,0,1,1,1,1,1,0,0,0
289.0,5.66988092298052,144.5,0,1,1,0,0,1,1,1,1,1
209.0,5.3471075307174685,104.5,1,1,1,0,0,1,0,1,0,0
80.0,4.394449154672439,80.0,1,1,1,1,1,0,1,1,0,0
449.0,6.1092475827643655,74.83333333333333,1,1,1,1,0,1,1,1,1,1
251.0,5.529429087511423,125.5,1,1,1,0,0,1,1,1,1,1
185.0,5.225746673713202,185.0,1,1,1,0,1,1,1,1,1,1
251.0,5.529429087511423,125.5,1,1,1,0,0,1,1,1,1,1
349.0,5.857933154483459,87.25,0,1,1,0,0,1,1,1,1,1
389.0,5.966146739123692,64.83333333333333,1,1,1,0,0,1,1,0,1,1
349.0,5.857933154483459,58.166666666666664,1,1,1,1,0,1,1,1,1,1
342.0,5.8377304471659395,85.5,1,1,1,1,0,1,1,1,1,1
232.0,5.4510384535657,116.0,1,1,1,1,1,1,1,1,1,1
249.0,5.521460917862246,62.25,1,1,1,1,1,1,1,1,1,1
135.0,4.912654885736052,135.0,1,1,1,1,1,1,1,0,0,0
280.0,5.638354669333745,70.0,1,1,1,1,1,1,1,1,1,1
155.0,5.049856007249537,19.375,1,1,1,1,1,1,1,1,0,0
200.0,5.303304908059076,100.0,1,0,1,1,1,0,0,0,0,0
150.0,5.017279836814924,37.5,1,1,1,1,1,1,1,1,0,0
239.0,5.480638923341991,59.75,1,1,1,1,1,1,1,0,0,0
160.0,5.081404364984463,53.333333333333336,1,1,1,1,1,1,1,0,0,0
174.0,5.1647859739235145,87.0,1,1,1,0,1,0,1,1,0,0
199.0,5.298317366548036,99.5,1,1,1,1,1,0,1,1,1,1
425.0,6.054439346269371,85.0,1,1,1,1,1,1,1,1,1,1
220.0,5.3981627015177525,55.0,1,1,1,1,1,1,1,1,0,0
160.0,5.081404364984463,80.0,1,1,1,0,0,1,1,0,1,1
199.0,5.298317366548036,99.5,1,1,1,1,1,1,1,1,1,1
150.0,5.017279836814924,75.0,1,1,1,0,0,1,1,0,1,1
150.0,5.017279836814924,75.0,1,1,1,0,0,1,1,0,1,1
150.0,5.017279836814924,75.0,1,1,1,0,0,1,1,0,1,1
189.0,5.247024072160486,94.5,1,1,1,1,1,1,1,1,1,1
148.0,5.003946305945459,74.0,1,1,1,0,0,1,1,0,1,1
400.0,5.993961427306569,200.0,0,1,1,1,0,1,0,0,1,1
