ds,trend,yhat_lower,yhat_upper,trend_lower,trend_upper,additive_terms,additive_terms_lower,additive_terms_upper,daily,daily_lower,daily_upper,weekly,weekly_lower,weekly_upper,multiplicative_terms,multiplicative_terms_lower,multiplicative_terms_upper,yhat,listing_id
2016-09-06,37.865358,35.42127357293076,40.70842757673262,37.865358,37.865358,0.231707536140278,0.231707536140278,0.231707536140278,0.229681856,0.229681856,0.229681856,0.0020256801402780303,0.0020256801402780303,0.0020256801402780303,0.0,0.0,0.0,38.09706553614028,14055624
2016-09-07,37.863273218681314,35.45808183267893,40.617855082830246,37.863273218681314,37.863273218681314,0.17298261311562474,0.17298261311562474,0.17298261311562474,0.229681856,0.229681856,0.229681856,-0.05669924288437525,-0.05669924288437525,-0.05669924288437525,0.0,0.0,0.0,38.036255831796936,14055624
2016-09-08,37.861188437362635,35.44509470655017,40.6764631522248,37.861188437362635,37.861188437362635,0.11720060000020144,0.11720060000020144,0.11720060000020144,0.229681856,0.229681856,0.229681856,-0.11248125599979855,-0.11248125599979855,-0.11248125599979855,0.0,0.0,0.0,37.97838903736284,14055624
2016-09-09,37.859103656043956,35.10300892409689,40.6195488249588,37.859103656043956,37.859103656043956,0.06381435787233763,0.06381435787233763,0.06381435787233763,0.229681856,0.229681856,0.229681856,-0.16586749812766233,-0.16586749812766233,-0.16586749812766233,0.0,0.0,0.0,37.922918013916295,14055624
2016-09-10,37.85701887472527,35.671173332181546,40.77364880095502,37.85701887472527,37.85701887472527,0.394965276726847,0.394965276726847,0.394965276726847,0.229681856,0.229681856,0.229681856,0.165283420726847,0.165283420726847,0.165283420726847,0.0,0.0,0.0,38.25198415145212,14055624
2016-09-11,37.85493409340659,35.517640568814414,40.970797121227854,37.85493409340659,37.85493409340659,0.3406893465179952,0.3406893465179952,0.3406893465179952,0.229681856,0.229681856,0.229681856,0.11100749051799524,0.11100749051799524,0.11100749051799524,0.0,0.0,0.0,38.19562343992459,14055624
2016-09-12,37.85284931208791,35.60057008489707,40.63800013108756,37.85284931208791,37.85284931208791,0.2864132616260874,0.2864132616260874,0.2864132616260874,0.229681856,0.229681856,0.229681856,0.05673140562608738,0.05673140562608738,0.05673140562608738,0.0,0.0,0.0,38.139262573714,14055624
2016-09-13,37.850764530769226,35.486085808220295,40.66553733052152,37.850764530769226,37.850764530769226,0.23170753614035805,0.23170753614035805,0.23170753614035805,0.229681856,0.229681856,0.229681856,0.0020256801403580626,0.0020256801403580626,0.0020256801403580626,0.0,0.0,0.0,38.08247206690958,14055624
2016-09-14,37.84867974945055,35.388593963226796,40.92574613697048,37.84867974945055,37.84867974945055,0.17298261311567253,0.17298261311567253,0.17298261311567253,0.229681856,0.229681856,0.229681856,-0.05669924288432742,-0.05669924288432742,-0.05669924288432742,0.0,0.0,0.0,38.02166236256622,14055624
2016-09-15,37.84659496813187,35.33964418355432,40.79938488834631,37.84659496813187,37.84659496813187,0.11720059999994085,0.11720059999994085,0.11720059999994085,0.229681856,0.229681856,0.229681856,-0.11248125600005912,-0.11248125600005912,-0.11248125600005912,0.0,0.0,0.0,37.96379556813181,14055624
2016-09-16,37.84451018681319,35.474814373896365,40.64926797332532,37.84451018681319,37.84451018681319,0.06381435787245235,0.06381435787245235,0.06381435787245235,0.229681856,0.229681856,0.229681856,-0.16586749812754764,-0.16586749812754764,-0.16586749812754764,0.0,0.0,0.0,37.90832454468564,14055624
2016-09-17,37.8424254054945,35.59569815121831,40.86854157272326,37.8424254054945,37.8424254054945,0.39496527672705306,0.39496527672705306,0.39496527672705306,0.229681856,0.229681856,0.229681856,0.16528342072705307,0.16528342072705307,0.16528342072705307,0.0,0.0,0.0,38.23739068222156,14055624
2016-09-18,37.84034062417582,35.698282493817636,40.72972666030336,37.84034062417582,37.84034062417582,0.34068934651798943,0.34068934651798943,0.34068934651798943,0.229681856,0.229681856,0.229681856,0.11100749051798946,0.11100749051798946,0.11100749051798946,0.0,0.0,0.0,38.181029970693814,14055624
2016-09-19,37.83825584483084,35.48373970358481,40.67324392780166,37.83825584483084,37.83825584483084,0.2864132616257587,0.2864132616257587,0.2864132616257587,0.229681856,0.229681856,0.229681856,0.05673140562575867,0.05673140562575867,0.05673140562575867,0.0,0.0,0.0,38.1246691064566,14055624
2016-09-20,37.83617106548587,35.27157538266268,40.489211715704705,37.83617106548587,37.83617106548587,0.23170753614045905,0.23170753614045905,0.23170753614045905,0.229681856,0.229681856,0.229681856,0.0020256801404590664,0.0020256801404590664,0.0020256801404590664,0.0,0.0,0.0,38.06787860162633,14055624
2016-09-21,37.83408628614089,35.48715777590118,40.691546206082265,37.83408628614089,37.83408628614089,0.17298261311588206,0.17298261311588206,0.17298261311588206,0.229681856,0.229681856,0.229681856,-0.05669924288411791,-0.05669924288411791,-0.05669924288411791,0.0,0.0,0.0,38.00706889925677,14055624
2016-09-22,37.83200150679591,35.383828463835314,40.52960541533399,37.83200150679591,37.83200150679591,0.11720059999993408,0.11720059999993408,0.11720059999993408,0.229681856,0.229681856,0.229681856,-0.1124812560000659,-0.1124812560000659,-0.1124812560000659,0.0,0.0,0.0,37.949202106795845,14055624
2016-09-23,37.829916727450936,35.21362402251706,40.58123328196725,37.829916727450936,37.829916727450936,0.0638143578726559,0.0638143578726559,0.0638143578726559,0.229681856,0.229681856,0.229681856,-0.16586749812734408,-0.16586749812734408,-0.16586749812734408,0.0,0.0,0.0,37.893731085323594,14055624
2016-09-24,37.82783194810596,35.535131165093894,40.88641140463792,37.82783194810596,37.82783194810596,0.3949652767267973,0.3949652767267973,0.3949652767267973,0.229681856,0.229681856,0.229681856,0.16528342072679736,0.16528342072679736,0.16528342072679736,0.0,0.0,0.0,38.22279722483276,14055624
2016-09-25,37.825747168760984,35.450581098912366,40.84071477572631,37.825747168760984,37.825747168760984,0.34068934651816113,0.34068934651816113,0.34068934651816113,0.229681856,0.229681856,0.229681856,0.11100749051816118,0.11100749051816118,0.11100749051816118,0.0,0.0,0.0,38.166436515279145,14055624
2016-09-26,37.82366238941601,35.596841323333805,40.73178086778064,37.82366238941601,37.82366238941601,0.28641326162597286,0.28641326162597286,0.28641326162597286,0.229681856,0.229681856,0.229681856,0.05673140562597291,0.05673140562597291,0.05673140562597291,0.0,0.0,0.0,38.11007565104198,14055624
2016-09-27,37.82157761007103,35.52684858761283,40.70923844148534,37.82157761007103,37.82157761007103,0.23170753614056003,0.23170753614056003,0.23170753614056003,0.229681856,0.229681856,0.229681856,0.002025680140560051,0.002025680140560051,0.002025680140560051,0.0,0.0,0.0,38.05328514621159,14055624
2016-09-28,37.819492830726055,35.33598344374333,40.53119159894876,37.819492830726055,37.819492830726055,0.1729826131160916,0.1729826131160916,0.1729826131160916,0.229681856,0.229681856,0.229681856,-0.05669924288390839,-0.05669924288390839,-0.05669924288390839,0.0,0.0,0.0,37.992475443842146,14055624
2016-09-29,37.817408051381086,35.48021252481496,40.343571829628246,37.817408051381086,37.817408051381086,0.11720060000028282,0.11720060000028282,0.11720060000028282,0.229681856,0.229681856,0.229681856,-0.11248125599971716,-0.11248125599971716,-0.11248125599971716,0.0,0.0,0.0,37.93460865138137,14055624
2016-09-30,37.81532327262858,35.31863626968775,40.720543339448355,37.81532327262858,37.81532327262858,0.0638143578723102,0.0638143578723102,0.0638143578723102,0.229681856,0.229681856,0.229681856,-0.16586749812768978,-0.16586749812768978,-0.16586749812768978,0.0,0.0,0.0,37.87913763050089,14055624
2016-10-01,37.81323849387609,35.43382212310377,40.74970174147552,37.81323849387609,37.81323849387609,0.3949652767269096,0.3949652767269096,0.3949652767269096,0.229681856,0.229681856,0.229681856,0.16528342072690966,0.16528342072690966,0.16528342072690966,0.0,0.0,0.0,38.208203770603,14055624
2016-10-02,37.81115371512359,35.51176854045167,40.545015620855246,37.81115371512359,37.81115371512359,0.3406893465178976,0.3406893465178976,0.3406893465178976,0.229681856,0.229681856,0.229681856,0.11100749051789763,0.11100749051789763,0.11100749051789763,0.0,0.0,0.0,38.151843061641486,14055624
2016-10-03,37.80906893637109,35.386798023005845,40.541830249390316,37.80906893637109,37.80906893637109,0.28641326162581643,0.28641326162581643,0.28641326162581643,0.229681856,0.229681856,0.229681856,0.05673140562581647,0.05673140562581647,0.05673140562581647,0.0,0.0,0.0,38.09548219799691,14055624
2016-10-04,37.806984157618594,35.511286011180424,40.831656890779655,37.806984157618594,37.806984157618594,0.2317075361402508,0.2317075361402508,0.2317075361402508,0.229681856,0.229681856,0.229681856,0.0020256801402508172,0.0020256801402508172,0.0020256801402508172,0.0,0.0,0.0,38.03869169375884,14055624
2016-10-05,37.80489937886609,35.32843812590858,40.53274510269112,37.80489937886609,37.80489937886609,0.17298261311613938,0.17298261311613938,0.17298261311613938,0.229681856,0.229681856,0.229681856,-0.05669924288386057,-0.05669924288386057,-0.05669924288386057,0.0,0.0,0.0,37.97788199198223,14055624
2016-10-06,37.80281460011359,35.35288265873294,40.56277360499384,37.80281460011359,37.80281460011359,0.11720060000027605,0.11720060000027605,0.11720060000027605,0.229681856,0.229681856,0.229681856,-0.11248125599972393,-0.11248125599972393,-0.11248125599972393,0.0,0.0,0.0,37.920015200113866,14055624
2016-10-07,37.8007298213611,35.15075561459807,40.61288601013483,37.8007298213611,37.8007298213611,0.06381435787251372,0.06381435787251372,0.06381435787251372,0.229681856,0.229681856,0.229681856,-0.16586749812748625,-0.16586749812748625,-0.16586749812748625,0.0,0.0,0.0,37.86454417923362,14055624
2016-10-08,37.7986450426086,35.661438076329006,40.79981760278299,37.7986450426086,37.7986450426086,0.394965276727022,0.394965276727022,0.394965276727022,0.229681856,0.229681856,0.229681856,0.16528342072702196,0.16528342072702196,0.16528342072702196,0.0,0.0,0.0,38.19361031933562,14055624
2016-10-09,37.7965602638561,35.58581751615125,40.645076278556466,37.7965602638561,37.7965602638561,0.3406893465176341,0.3406893465176341,0.3406893465176341,0.229681856,0.229681856,0.229681856,0.11100749051763413,0.11100749051763413,0.11100749051763413,0.0,0.0,0.0,38.137249610373736,14055624
2016-10-10,37.794475485103604,35.50683706137328,40.79475776699518,37.794475485103604,37.794475485103604,0.2864132616262291,0.2864132616262291,0.2864132616262291,0.229681856,0.229681856,0.229681856,0.056731405626229144,0.056731405626229144,0.056731405626229144,0.0,0.0,0.0,38.08088874672983,14055624
2016-10-11,37.7923907063511,35.34023021691917,40.58241021066834,37.7923907063511,37.7923907063511,0.23170753614074108,0.23170753614074108,0.23170753614074108,0.229681856,0.229681856,0.229681856,0.0020256801407410934,0.0020256801407410934,0.0020256801407410934,0.0,0.0,0.0,38.02409824249184,14055624
2016-10-12,37.79030593130971,35.252721842651695,40.54212323045741,37.79030593130971,37.79030593130971,0.1729826131159804,0.1729826131159804,0.1729826131159804,0.229681856,0.229681856,0.229681856,-0.05669924288401957,-0.05669924288401957,-0.05669924288401957,0.0,0.0,0.0,37.963288544425694,14055624
2016-10-13,37.788221156268314,35.413876676809885,40.579718400174485,37.788221156268314,37.788221156268314,0.11720060000026926,0.11720060000026926,0.11720060000026926,0.229681856,0.229681856,0.229681856,-0.11248125599973072,-0.11248125599973072,-0.11248125599973072,0.0,0.0,0.0,37.90542175626858,14055624
2016-10-14,37.78613638122693,35.159733461630275,40.451774492251076,37.78613638122693,37.78613638122693,0.06381435787262843,0.06381435787262843,0.06381435787262843,0.229681856,0.229681856,0.229681856,-0.16586749812737156,-0.16586749812737156,-0.16586749812737156,0.0,0.0,0.0,37.84995073909956,14055624
2016-10-15,37.784051606185535,35.48117305464706,40.781766042781825,37.784051606185535,37.784051606185535,0.394965276727228,0.394965276727228,0.394965276727228,0.229681856,0.229681856,0.229681856,0.165283420727228,0.165283420727228,0.165283420727228,0.0,0.0,0.0,38.17901688291276,14055624
2016-10-16,37.781966831144146,35.35540062918528,40.75015263256295,37.781966831144146,37.781966831144146,0.34068934651824107,0.34068934651824107,0.34068934651824107,0.229681856,0.229681856,0.229681856,0.11100749051824109,0.11100749051824109,0.11100749051824109,0.0,0.0,0.0,38.122656177662385,14055624
2016-10-17,37.77988205610276,35.36292003013431,40.67506518436022,37.77988205610276,37.77988205610276,0.28641326162607267,0.28641326162607267,0.28641326162607267,0.229681856,0.229681856,0.229681856,0.056731405626072706,0.056731405626072706,0.056731405626072706,0.0,0.0,0.0,38.06629531772883,14055624
2016-10-18,37.77779728106136,35.30275767252336,40.679815407207066,37.77779728106136,37.77779728106136,0.23170753614043185,0.23170753614043185,0.23170753614043185,0.229681856,0.229681856,0.229681856,0.0020256801404318564,0.0020256801404318564,0.0020256801404318564,0.0,0.0,0.0,38.009504817201794,14055624
2016-10-19,37.77571250601998,35.346296050435555,40.66972542389282,37.77571250601998,37.77571250601998,0.1729826131158214,0.1729826131158214,0.1729826131158214,0.229681856,0.229681856,0.229681856,-0.05669924288417857,-0.05669924288417857,-0.05669924288417857,0.0,0.0,0.0,37.9486951191358,14055624
2016-10-20,37.77362773097858,35.280046884098766,40.46975160731846,37.77362773097858,37.77362773097858,0.11720060000026247,0.11720060000026247,0.11720060000026247,0.229681856,0.229681856,0.229681856,-0.11248125599973749,-0.11248125599973749,-0.11248125599973749,0.0,0.0,0.0,37.89082833097884,14055624
2016-10-21,37.77154295593719,35.192999848808256,40.42601600691659,37.77154295593719,37.77154295593719,0.06381435787246043,0.06381435787246043,0.06381435787246043,0.229681856,0.229681856,0.229681856,-0.16586749812753954,-0.16586749812753954,-0.16586749812753954,0.0,0.0,0.0,37.83535731380965,14055624
